Customer Account,Customer Account Age,Customer Nationality,Suspicious activity found in previous transactions,KYC Complied,Frequency of transaction in last 30 days,Average Transaction Amount
8F0D2A248,25.17,India,0,1,4,73523.91667
8F0D2A248,9.41,USA,0,0,4,65885.82286
8F0D2A248,3,UK,0,1,13,59418.13
8F0D2A248,17.12,USA,0,1,5,52955.80111
DCFF4612D,16.91,UK,0,1,1,20287.94
DCFF4612D,4.26,UK,0,0,5,13804.915
DCFF4612D,23.8,UK,0,0,8,18530.40667
A49CE1890,27.23,USA,0,1,4,25668.04
A49CE1890,14.21,UK,0,1,10,39340.725
A49CE1890,19.73,Canada,0,1,3,89324.31667
A49CE1890,24.33,USA,0,1,7,69074.155
A49CE1890,4.9,UK,0,0,4,113295.074
A49CE1890,25.48,UK,0,1,6,101302.1317
A49CE1890,12,UK,0,0,8,89764.38286
A49CE1890,19.42,USA,0,0,4,79531.215
A49CE1890,8.42,UK,0,1,3,123758.8067
A49CE1890,17.23,USA,0,1,11,114243.737
0663BDD35,25.85,UK,0,0,4,178769.49
0663BDD35,18.7,UK,0,0,5,103536.175
0663BDD35,23.03,UK,0,1,5,147487.9233
0663BDD35,12.77,India,0,0,6,111855.0825
0663BDD35,28.78,USA,0,0,7,90137.39
0663BDD35,1.77,USA,1,1,5,82512.82667
0663BDD35,9.77,India,0,1,6,85113.68286
0663BDD35,29.3,USA,0,1,4,79233.65125
0663BDD35,5.27,USA,0,1,3,74014.17889
5A754AAD2,22.8,UK,0,0,4,88865.18
5A754AAD2,23.5,USA,0,1,6,83431.15
5A754AAD2,22.95,Switzerland,0,1,4,58298.41333
5A754AAD2,17.97,UK,0,1,4,47297.0125
BB8699B48,8.85,USA,0,1,3,1491.2
BB8699B48,27.73,USA,0,0,2,44242.41
BB8699B48,16.25,UK,0,1,4,86936.54
BB8699B48,26.26,India,0,0,10,221172.97
BB8699B48,18.48,UK,0,1,5,178695.294
BB8699B48,12.61,USA,0,0,4,152309.2983
BB8699B48,25.95,UK,0,1,5,130890.7814
411ABE956,24.37,USA,0,1,6,894.41
411ABE956,9.45,USA,0,1,2,29473.27
066C78B1D,20.43,Canada,0,1,5,8189.2
066C78B1D,17.84,India,0,0,3,38400.405
066C78B1D,11.05,UK,0,1,3,68808.52333
066C78B1D,28.65,UK,0,1,5,52360.19
066C78B1D,7.73,UK,0,1,5,44322.526
066C78B1D,23.67,India,0,1,5,49446.19167
066C78B1D,7.53,Canada,0,0,3,45846.4
B6768F465,22.52,UK,1,1,6,5314.51
B6768F465,11.1,Canada,0,1,3,77862.22
B6768F465,12.8,USA,0,1,7,54715.58
B6768F465,4.74,USA,0,1,4,50155.815
B6768F465,21.2,UK,0,1,5,40651.958
B6768F465,1.99,India,0,1,7,35421.245
B6768F465,2.66,UK,0,0,1,34284.62286
B6768F465,18.02,USA,0,1,5,47974.51375
FB1F706D8,25.58,Canada,0,1,6,7596.93
FB1F706D8,5.27,USA,1,1,2,61277.505
FB1F706D8,23.34,USA,0,1,4,43149.62333
6C1432C4A,9.07,USA,0,1,11,40115.37
6C1432C4A,28.7,India,0,0,8,63549.395
6C1432C4A,2.21,USA,0,0,0.01,67637.82
6C1432C4A,25.71,UK,0,1,5,61769.4825
6C1432C4A,18.01,USA,0,1,6,49705.208
6C1432C4A,10.39,India,1,0,7,44030.62667
6C1432C4A,7.61,USA,0,0,6,46918.58429
0779A2D02,23.53,USA,0,1,6,13569.59
0779A2D02,9.46,USA,1,1,3,27861.215
0779A2D02,20.84,USA,0,0,6,25189.23667
0779A2D02,2.06,USA,0,1,3,24116.88
0779A2D02,14.17,Switzerland,0,1,4,20375.09
0779A2D02,7.75,USA,0,0,5,17613.34167
7EB008612,15.24,Canada,0,1,3,755411.27
7EB008612,18.15,USA,0,0,8,396514.54
7EB008612,8.05,USA,1,0,2,310668.9433
7EB008612,2.43,USA,0,0,4,234726.5
7EB008612,26.5,USA,0,1,3,214817.498
7EB008612,9.65,Canada,0,0,4,180173.1133
42A5F3BFD,3.47,USA,1,1,6,7522.45
42A5F3BFD,6.76,India,0,1,4,7887.285
148E0E46B,9.36,UK,1,1,5,138987.36
148E0E46B,8.76,USA,0,0,10,72297.64
148E0E46B,23.97,USA,0,1,4,87650.24667
148E0E46B,15.46,UK,0,1,6,68603.1925
148E0E46B,21.36,USA,0,1,5,57848.936
A6E31E496,2.59,UK,0,0,4,6113.93
A6E31E496,14.91,India,0,0,5,8291.145
A6E31E496,4.52,UK,0,1,5,18535.35667
A6E31E496,12.85,India,0,1,2,57018.175
A6E31E496,4.87,UK,0,1,3,46707.302
A6E31E496,2.37,UK,0,1,4,39159.62667
A6E31E496,8.64,USA,1,1,7,38678.19571
A6E31E496,9.13,USA,0,1,6,55547.03125
A6E31E496,3.06,Canada,1,0,6,56576.09667
D09CFEBC5,21.21,USA,0,0,7,14369.22
D09CFEBC5,1.19,USA,0,0,1,64858.525
D09CFEBC5,29.77,UK,0,0,1,44599.71333
D09CFEBC5,26.49,UK,0,1,8,41874.5
D09CFEBC5,8.81,UK,0,0,1,39610.81
D09CFEBC5,18.72,India,0,0,5,59294.16667
D09CFEBC5,29.81,UK,0,1,5,50919.65714
D09CFEBC5,1.65,USA,0,1,4,52399.96125
D09CFEBC5,2.07,Canada,0,1,5,48286.93222
89C3BE545,15.63,Canada,0,0,7,5440
89C3BE545,13.89,Canada,1,1,1,64744.395
89C3BE545,9.61,India,0,1,5,75212.01333
89C3BE545,3.18,UAE,0,0,5,99123.8725
89C3BE545,23.93,India,0,1,4,84015.812
89C3BE545,12.84,Switzerland,0,0,6,96513.36
89C3BE545,26.01,USA,0,1,7,84263.26
89C3BE545,25.52,USA,0,0,5,88994.0225
0EE16464D,12.79,USA,0,0,7,16300.94
0EE16464D,29.93,India,0,1,6,10666.425
0EE16464D,19.95,India,0,0,4,11167.29
0EE16464D,28.77,UK,0,1,5,20554.495
0EE16464D,19.7,Canada,0,1,6,57779.246
0EE16464D,21.32,USA,0,1,5,81556.76167
0EE16464D,2.55,USA,0,0,6,78475.84857
0EE16464D,25.34,USA,0,1,3,69967.09375
87AD1C092,23.53,India,0,1,5,12565.92
87AD1C092,3.75,USA,0,0,2,22526.77
87AD1C092,15.5,UK,0,1,4,19604.50667
87AD1C092,26.46,UAE,0,0,9,25563.4975
910354B6E,21.14,India,0,1,5,2552.52
910354B6E,7.33,USA,0,1,3,1673.445
910354B6E,13.43,UK,1,1,6,4848.08
910354B6E,25.65,USA,0,1,4,19274.5275
C456875C8,1.87,USA,0,1,6,15536.27
C456875C8,18.56,India,0,1,6,19467.195
C456875C8,11.93,USA,0,1,0.01,78589.76333
C456875C8,17.22,Canada,0,1,3,62396.87
01ECA994B,29.29,USA,0,0,6,18143.88
01ECA994B,22.97,USA,0,1,8,63904.52
DDAC180CA,13.88,UK,0,1,10,3503.34
DDAC180CA,29.98,UK,0,1,6,26273.825
8D23CC3C2,5.89,Canada,0,1,4,26033.91
8D23CC3C2,21.33,UK,0,0,7,20535.46
8D23CC3C2,6.44,UK,0,1,5,112463.4233
8D23CC3C2,8.53,Canada,0,0,2,88140.055
8D23CC3C2,13.99,USA,0,1,4,85566.294
8D23CC3C2,14.23,UK,0,1,6,72849.80833
8D23CC3C2,3.06,USA,0,1,5,64428.25571
8D23CC3C2,14.55,USA,0,1,6,63982.17625
8D23CC3C2,17.6,UK,0,0,5,58863.89444
CFC89AC3D,3.12,USA,0,1,2,298267.27
CFC89AC3D,25.52,UK,0,0,4,150424.45
CFC89AC3D,3.92,USA,0,1,5,118725.9033
CFC89AC3D,16.88,UK,0,0,5,97553.555
CFC89AC3D,20.32,India,0,1,2,534111.2
CFC89AC3D,14,USA,0,0,4,446910.5
CFC89AC3D,26.2,UK,0,1,3,388428.9914
CFC89AC3D,7.85,USA,0,0,6,340518.9263
269958368,5.57,Canada,0,1,5,2219.21
269958368,8.58,India,0,1,9,2934.89
269958368,15.99,Switzerland,0,1,5,3307.44
269958368,26.16,USA,0,1,4,4070.0175
269958368,1.05,UK,0,1,7,4079.87
269958368,21.26,India,0,1,6,5389.823333
269958368,16.34,India,0,0,3,10961.58429
269958368,9.14,India,0,1,3,13226.44375
269958368,11.43,UK,0,1,4,12658.11889
ABD295816,20.03,India,0,0,8,8611.86
ABD295816,3.4,India,0,1,8,161807.275
ABD295816,19.24,UAE,0,1,2,125553.1667
ABD295816,13.65,USA,0,1,3,94961.7825
ABD295816,11.45,UK,0,1,4,77283.394
ABD295816,11.41,UK,0,1,8,67907.15167
ABD295816,13.73,Canada,0,0,6,61244.91429
ABD295816,2.89,India,0,1,4,88425.9775
ABD295816,2.18,USA,0,1,6,81775.72333
ABD295816,24.21,UK,0,0,6,75828.562
48B7DC708,19.72,Canada,0,1,5,230928.22
48B7DC708,5.3,India,0,1,8,155651.53
48B7DC708,18.93,USA,0,0,5,106984.62
48B7DC708,4.15,USA,0,1,4,82885.0725
48B7DC708,14.86,USA,0,1,2,367063.594
AB292FA1A,8.46,UK,0,0,3,11890.81
AB292FA1A,11.98,USA,0,1,5,8232.515
AB292FA1A,2.13,Canada,0,1,6,7621.203333
AB292FA1A,6.52,UK,0,1,4,6643.8575
AB292FA1A,20.25,UK,0,1,10,6436.058
AB292FA1A,15.09,USA,0,1,7,51928.83167
AB292FA1A,21.13,USA,1,1,3,46255.00429
AB292FA1A,20.72,Canada,1,1,4,41040.42
AB292FA1A,22.21,UK,0,1,4,36862.1
AB292FA1A,24.33,Canada,0,1,5,33558.34
807F44D98,1.74,UAE,0,0,2,9794.62
807F44D98,23.58,India,0,1,6,17286.015
2F2A624FE,1.45,USA,1,1,2,9329.35
2F2A624FE,11.61,USA,0,1,5,12297.64
2F2A624FE,10.78,USA,0,0,4,9008.583333
50CC8C063,27.04,UK,0,0,6,11965.6
50CC8C063,5.11,India,0,1,5,33492.25
50CC8C063,18.64,UK,0,1,3,25145.68
50CC8C063,19.71,UK,1,1,5,20521.2575
50CC8C063,27.7,Canada,0,1,7,19262.622
50CC8C063,1.12,Canada,0,1,6,18788.21
50CC8C063,20.85,UK,0,0,2,19787.25
50CC8C063,5.11,USA,0,0,4,20967.64875
50CC8C063,1.83,USA,0,1,4,46335.51444
50CC8C063,23.94,UK,0,0,8,42113.749
BF09FC41C,15.04,UK,0,1,3,157961.03
BF09FC41C,15.15,UK,0,0,7,84846.39
37188D363,6.19,USA,0,0,3,243413.98
37188D363,17.46,Switzerland,0,1,3,217462.1
37188D363,29.75,UK,1,1,1,149363.69
37188D363,14.3,UK,1,1,8,113013.315
37188D363,21.44,USA,0,1,4,94317.818
37188D363,29.42,USA,0,1,6,79636.45333
37188D363,4.91,Canada,0,0,6,70000.57714
37188D363,3.57,India,0,1,2,64549.0625
37188D363,4.93,Canada,0,0,6,67426.25222
37188D363,22.06,UK,0,1,9,61632.068
FFBA76D37,26.51,UK,0,1,4,38223.46
FFBA76D37,3.41,India,0,1,4,21378.41
FFBA76D37,12.75,UK,0,1,2,36098.72333
FFBA76D37,29.71,USA,0,1,2,57577.615
FFBA76D37,12.93,India,0,0,5,59870.356
530641860,28.57,Canada,0,0,3,24560.37
530641860,20.57,UK,0,0,8,24825.325
530641860,21.29,UK,0,1,7,108452.38
530641860,2.42,USA,0,1,6,83051.1625
530641860,8.21,India,0,1,4,198492.214
57B8C08E2,13.71,Canada,0,1,10,25154.86
57B8C08E2,24.46,USA,0,1,5,18542.61
57B8C08E2,27.93,USA,0,1,11,26014.88
1AA4FCF21,19.28,USA,0,1,4,66998.46
1AA4FCF21,19.15,India,0,0,5,39812.235
1AA4FCF21,26.79,India,0,0,4,33673.06667
1AA4FCF21,15.52,Canada,0,1,7,32247.29
1AA4FCF21,16.05,USA,0,1,3,28166.252
1AA4FCF21,26.58,USA,1,0,5,27948.45333
1AA4FCF21,15.86,UK,0,1,3,29440.86
1AA4FCF21,21.09,UK,0,0,8,25913.48
1AA4FCF21,17.01,UK,0,0,2,29456.39667
1AA4FCF21,10.13,UK,0,0,6,28156.79
C27B696E8,16.5,USA,0,0,3,269957.76
C27B696E8,16.22,UK,0,1,4,986321.395
8E61BB8A6,1.34,UK,0,1,4,4648.2
8E61BB8A6,11.69,USA,0,1,8,15163.11
8E61BB8A6,15.24,USA,0,0,5,17333.55667
8E61BB8A6,6.29,USA,0,1,10,33627.0975
8E61BB8A6,22.06,India,0,1,3,30659.882
8E61BB8A6,4.9,USA,0,1,1,28490.38167
8E61BB8A6,13.06,USA,0,0,3,25528.27429
8E61BB8A6,27.15,USA,0,0,3,23819.685
8E61BB8A6,6.52,USA,0,0,6,22215.37889
8E61BB8A6,19.9,India,0,1,10,33602.129
0F358A144,8.17,UK,0,1,2,10149.01
0F358A144,11.83,USA,0,1,4,8678.815
0F358A144,5.07,USA,0,1,2,16714.88
F124C335F,13.98,India,0,0,7,34140.74
F124C335F,28.2,USA,0,0,4,67527.525
F124C335F,14.79,USA,0,1,6,60130.08667
08AD31E2A,2.76,USA,0,1,5,32424.7
08AD31E2A,7.02,USA,0,0,5,17726.105
E55C81817,16.72,UK,0,0,6,299083.92
E55C81817,1.2,UK,0,1,5,162763.61
E55C81817,10.92,Canada,1,1,8,112345.75
E55C81817,23.05,UK,0,1,2,87926.45
43616704,24.72,Switzerland,0,1,6,84549.7
43616704,29.88,UK,0,1,3,47798.56
43616704,16.4,Canada,0,1,5,41654.19333
43616704,13.64,USA,0,1,6,35490.915
43616704,20.81,USA,0,1,3,33365.648
43616704,10.66,India,0,1,4,414974.845
43616704,7.48,UK,0,1,9,355966.9714
43616704,13.95,Canada,0,1,5,316768.3925
FE910B775,3.09,India,0,1,2,31185.59
FE910B775,12.21,USA,0,1,5,108861.76
FE910B775,12.83,USA,0,1,5,76137.6
FE910B775,12.31,UK,0,0,6,73459.3875
FE910B775,4.52,USA,0,0,7,61473.368
FE910B775,9.2,USA,0,1,3,53860.45833
AF007DB5D,6.17,USA,1,0,5,72216.93
AF007DB5D,28.88,USA,0,1,5,76814.26
AF007DB5D,28.91,Canada,0,1,7,59025.34667
AF007DB5D,4.67,India,0,0,4,49386.6575
AF007DB5D,18.33,UK,0,1,5,52198.162
AF007DB5D,6.37,USA,0,1,6,53450.285
AF007DB5D,6.75,USA,0,1,5,47154.12
AF007DB5D,6.69,USA,0,0,4,44980.67875
AF007DB5D,13.5,UK,0,1,4,44546.60222
C6FDF2D31,2.72,India,0,1,3,33796.28
C6FDF2D31,8.17,USA,0,1,6,18257.1
6FA869A66,5.69,USA,0,1,5,2235.3
6FA869A66,7.14,USA,0,0,7,9153.65
6FA869A66,15.36,USA,1,1,4,16414.34333
6FA869A66,12.51,UK,0,0,4,15270.7375
6FA869A66,23.64,UAE,1,1,8,13680.208
6FA869A66,18.61,USA,0,1,3,20758.15167
6FA869A66,1.77,USA,0,0,3,20404.53429
13D5805D4,29.45,USA,0,1,5,25325.33
13D5805D4,21.39,UK,1,1,9,16343.85
13D5805D4,22.45,Canada,0,1,3,25407.48667
13D5805D4,10.57,Canada,0,1,5,54147.7475
13D5805D4,6,UAE,0,0,2,60639.672
13D5805D4,16.14,UK,0,0,8,60861.90333
13D5805D4,1.36,UK,0,0,6,52688.23143
7D8A331FE,23.38,Canada,0,1,7,313778.49
7D8A331FE,4.48,USA,0,0,8,161159.845
7D8A331FE,21.94,UK,0,1,4,109594.2567
7D8A331FE,8.14,USA,0,1,3,89163.465
7D8A331FE,14.13,USA,1,0,4,72209.296
7D8A331FE,13.58,India,0,1,5,79050.985
5DD9DB315,21.1,UK,0,0,2,29996.02
5DD9DB315,4.31,USA,0,1,6,18606.475
5DD9DB315,21.21,India,0,0,1,15089.95
5DD9DB315,8.04,India,0,0,8,18659.04
5DD9DB315,17.84,UK,0,1,4,19400.192
BFD40EE84,16.96,USA,0,1,3,94401.69
BFD40EE84,13.24,USA,1,0,2,75173.745
BFD40EE84,8.27,USA,1,1,4,53673.35667
BFD40EE84,22.44,Canada,0,1,7,58799.5225
BFD40EE84,12.13,USA,0,1,7,49162.308
BFD40EE84,2.79,India,0,1,6,51805.79167
BFD40EE84,11.51,UK,0,0,4,49306.02429
BFD40EE84,15.36,USA,0,1,3,44459.63875
D022F12C4,2.96,UAE,0,1,4,8445.53
D022F12C4,2.16,India,0,1,6,5234.95
D022F12C4,1.99,UAE,0,1,5,3750.12
D022F12C4,28.87,USA,0,1,4,5427.8325
D022F12C4,1.74,UK,0,1,9,53876.118
D022F12C4,21.16,USA,1,1,7,52054.67667
D022F12C4,24.77,USA,0,0,3,48597.54571
DE2B2D428,29.54,USA,0,1,4,21232.22
DE2B2D428,3.18,India,0,1,3,28532.86
DE2B2D428,9.74,USA,0,1,3,20396.29333
DE2B2D428,16.53,USA,0,1,1,22165
DE2B2D428,27.83,UAE,0,1,6,41440.006
DE2B2D428,24.11,Switzerland,0,1,2,87157.93
DE2B2D428,26.88,USA,0,1,6,76843.26571
8DC03765E,7.35,India,0,1,6,18213.53
8DC03765E,6.68,USA,0,0,1,41905.965
8DC03765E,23.22,UK,1,1,6,32219.39333
8DC03765E,29.2,UK,0,1,6,53271.2425
8DC03765E,17.26,USA,0,1,2,43091.282
8DC03765E,2.85,India,0,1,5,36804.795
8DC03765E,17.68,India,0,1,6,33683.63286
8DC03765E,5.89,Canada,0,1,5,29869.27
8DC03765E,14.47,USA,0,0,5,29505.8
A8B3F2F62,11.44,UK,0,1,4,79239.13
A8B3F2F62,29.26,USA,0,1,4,40203.965
A8B3F2F62,12.85,USA,0,0,3,28477.72
A8B3F2F62,10.94,Switzerland,0,0,4,24330.545
A8B3F2F62,2.57,UK,0,0,6,20325.388
A8B3F2F62,27.65,UK,0,1,3,19034.685
A8B3F2F62,8.21,UK,0,1,6,21990.89286
A8B3F2F62,28.11,USA,0,1,5,27687.75625
A8B3F2F62,2.23,India,0,0,4,24824.36667
56A1E3BDB,7.71,USA,0,1,4,4174.14
56A1E3BDB,26.79,USA,0,1,3,17522.445
56A1E3BDB,9.64,UK,0,1,5,21285.26667
56A1E3BDB,17.84,UK,0,0,4,19314.2625
6E908029E,23.64,India,0,0,9,7166.57
6E908029E,27.54,USA,1,1,5,25308.99
6E908029E,10.39,USA,0,1,7,18765.4
6E908029E,10.42,Canada,0,1,7,31314.1075
6E908029E,24.06,India,0,1,6,35154.138
6E908029E,14.93,UK,0,1,6,30551.435
6E908029E,15.86,UK,0,0,7,26932.10714
6E908029E,7.8,USA,0,0,5,64986.03125
193729C69,13.52,Canada,0,1,2,36959.61
193729C69,19.85,UK,0,1,4,19119.62
193729C69,12.99,USA,0,1,6,15537.62667
193729C69,20.88,UK,0,1,6,12360.695
193729C69,14.56,USA,0,1,6,14036.02
193729C69,2.86,USA,0,1,6,14073.62
CD18B6C67,6.77,India,0,1,5,3882.44
CD18B6C67,27.06,USA,0,1,4,3645.12
DC3541667,14.19,UK,0,1,3,5677.79
DC3541667,23.39,USA,1,1,11,17378.51
DC3541667,13.57,Canada,0,1,4,28339.68
DC3541667,23.64,USA,0,0,4,21561.65
DC3541667,22.98,USA,0,1,3,26404.964
DC3541667,5.87,USA,0,0,3,23334.18667
DC3541667,22.74,UK,0,1,6,21615.85
DC3541667,7.91,UK,0,1,4,27075.2625
C0FCE8AC7,16.2,India,0,1,4,3202.53
C0FCE8AC7,25.08,USA,0,1,6,23825.245
C0FCE8AC7,2.67,Canada,0,1,8,39891.71667
C0FCE8AC7,7.04,UAE,0,1,5,31599.2475
C0FCE8AC7,29.3,UK,0,1,4,78622.064
CB61D9631,6.75,UK,0,1,5,190746.92
CB61D9631,10.83,UK,0,1,1,721746.985
CB61D9631,17.26,USA,0,1,5,482339.3133
CB61D9631,6.44,UK,0,1,5,370244.4775
CB61D9631,14.36,UK,0,0,8,323280.362
626B995AC,12.08,UK,0,1,6,12924.58
626B995AC,15.53,USA,0,0,4,15239.31
626B995AC,1.72,Canada,0,0,4,11843.54667
626B995AC,15.44,Canada,0,0,5,12443.33
626B995AC,7.92,USA,0,1,9,12843.226
626B995AC,8.38,USA,0,1,9,13099.725
626B995AC,29.01,USA,0,1,1,12133.28714
626B995AC,19.96,UK,0,1,8,16629.59375
626B995AC,1.13,USA,0,1,3,18562.79889
626B995AC,2.61,USA,0,1,6,17899.628
847E664C5,20.11,USA,0,1,9,61276.54
847E664C5,14.36,USA,0,0,5,52657.89
847E664C5,6.22,UK,0,0,5,42183.63667
847E664C5,8.53,UK,0,1,5,33026.5125
847E664C5,24.24,USA,1,1,3,47828.92
847E664C5,10.45,USA,0,1,3,41405.64333
847E664C5,20.14,USA,0,0,2,37586.10714
847E664C5,5.03,UK,1,1,8,35026.87125
847E664C5,26.58,USA,0,1,2,31471.66111
258DDC2A8,7.81,USA,0,1,1,6809.8
258DDC2A8,9.46,UK,0,0,3,4610.495
258DDC2A8,19.43,UK,0,1,6,10133.45333
258DDC2A8,22.5,USA,0,1,8,8762.5025
258DDC2A8,16.04,UK,1,0,4,7975.492
258DDC2A8,26.39,Switzerland,0,1,4,7260.088333
258DDC2A8,29.67,USA,0,1,8,6306.782857
A37C7FF26,3.48,USA,0,1,2,80561.74
A37C7FF26,27.23,USA,0,1,5,48567.935
A37C7FF26,3.19,USA,0,0,5,38696.33333
A37C7FF26,4.35,India,0,1,5,32609.815
A37C7FF26,13.24,UK,0,0,8,26715.272
8ACC9B874,25.3,India,0,1,5,71323.14
8ACC9B874,10.22,Canada,0,0,5,45337.375
8ACC9B874,20.36,USA,0,1,8,34426.05667
8ACC9B874,8.56,Canada,0,1,8,34920.1075
8ACC9B874,4.34,UK,0,1,5,54497.052
8ACC9B874,25.54,Switzerland,0,0,9,52734.06667
8ACC9B874,3.15,UK,0,1,8,46716.30714
78A6F4017,21.36,USA,0,1,2,97751.39
78A6F4017,22.25,UK,0,1,7,57655.705
78A6F4017,28.51,UK,0,0,3,53770.83
78A6F4017,4.57,UK,0,0,3,44459.4825
0BECCA44E,23.39,USA,0,1,7,7381.91
0BECCA44E,28.92,Canada,0,1,2,9173.91
0BECCA44E,9.17,USA,0,1,4,9977.253333
0BECCA44E,5.95,USA,0,0,1,18424.8175
0BECCA44E,29.83,India,1,1,7,15738.788
0BECCA44E,18.12,USA,0,1,5,13803.22333
0BECCA44E,10.75,USA,0,0,4,12519.98571
14F07D9F9,17.75,UK,1,1,6,8944.4
14F07D9F9,25.73,USA,0,0,5,14451.705
14F07D9F9,7.66,USA,0,1,6,10693.83667
14F07D9F9,29.11,Canada,0,1,2,9905.595
14F07D9F9,4.16,USA,1,1,3,11128.462
14F07D9F9,18.51,UK,0,1,8,24122.935
14F07D9F9,2.26,USA,0,1,6,29254.33286
DCC50F5EA,7.29,USA,0,1,8,16575.72
DCC50F5EA,23.09,Canada,0,1,8,33967.655
DCC50F5EA,7,USA,0,1,3,23985.73333
DCC50F5EA,20.73,USA,0,0,3,22987.4
DCC50F5EA,3.34,USA,0,1,5,20367.552
DCC50F5EA,26.21,UK,0,1,8,21722.93333
2CBC8214C,17.34,USA,0,1,4,9687.31
2CBC8214C,24.41,USA,0,0,6,12910.17
2CBC8214C,4.47,USA,0,1,11,30619.14667
2CBC8214C,4.51,UK,0,0,3,23535.6825
2CBC8214C,26.87,USA,0,1,4,24680.448
2CBC8214C,22.45,USA,0,1,5,21091.78
2CBC8214C,18.29,Canada,0,1,4,32620.40286
02A7FDD8C,6.7,UK,0,1,4,245869.39
02A7FDD8C,24.72,UK,0,0,7,130686.135
02A7FDD8C,13.52,USA,0,1,8,90123.82667
02A7FDD8C,25.86,India,0,0,4,70051.135
02A7FDD8C,12.6,India,0,1,4,58924
02A7FDD8C,22.29,USA,0,1,4,51806.3
02A7FDD8C,28.04,USA,0,1,5,69015.36286
02A7FDD8C,23.51,USA,0,1,9,61081.17125
02A7FDD8C,20.41,USA,0,1,8,55532.90556
E268B8094,20.32,UK,0,1,5,15306.83
E268B8094,20.71,Canada,0,1,5,51962.06
E268B8094,29.96,UK,0,0,7,131471.4567
E268B8094,26.09,UK,0,0,6,112312.87
B2681D03B,19.82,UK,0,0,5,495167.26
B2681D03B,11.66,UK,0,1,2,255967.88
B2681D03B,2.56,UK,0,1,6,186933.08
B2681D03B,19.69,India,0,1,3,145080.3425
B2681D03B,7.21,USA,0,1,6,127748.81
B2681D03B,6.42,Switzerland,0,1,6,106700.8467
B2681D03B,22.78,Switzerland,0,0,1,126390.4386
1D10FFAF5,21.46,USA,0,0,7,139176.62
1D10FFAF5,8.88,Canada,0,1,2,76318.895
1D10FFAF5,1.76,India,0,1,7,56738.67
1D10FFAF5,6.78,USA,0,1,4,51832.935
1D10FFAF5,3.84,USA,0,1,2,48655.52
1D10FFAF5,13.82,USA,0,1,6,42207.94167
1D10FFAF5,5.27,USA,0,1,4,37863.87714
7C8A580AC,8.2,UK,0,0,5,24862.39
7C8A580AC,22.4,Canada,0,1,7,22947.55
7C8A580AC,1.19,UK,0,1,1,21368.78667
7C8A580AC,10.01,USA,0,1,3,36816.0275
7C8A580AC,23.39,India,0,1,1,33178.404
7C8A580AC,19.42,USA,0,1,5,81480.75833
7C8A580AC,3.44,India,0,1,4,85912.17714
7C8A580AC,7.41,Canada,0,1,4,76853.59375
7C8A580AC,20.21,UK,0,1,6,68799.75444
DA5634EAA,23.41,India,0,0,8,22180.18
DA5634EAA,28.87,UK,0,0,8,15153.09
DA5634EAA,15.18,UK,0,1,5,16912.58
DA5634EAA,9.56,USA,0,1,5,24277.3075
DA5634EAA,26.82,USA,0,1,2,21802.318
DA5634EAA,17.63,USA,0,0,11,19557.18333
F11976DB0,20.13,UK,0,1,5,48607.9
F11976DB0,13.16,UK,0,1,6,57895.325
F11976DB0,27.26,India,0,0,8,44111.67
F11976DB0,21.62,India,0,1,8,68777.1625
A5A1D9730,16.76,USA,0,0,5,25994.57
A5A1D9730,7.77,UK,1,1,2,32332.14
A5A1D9730,19.18,UK,0,0,6,41406
A5A1D9730,22.07,India,0,1,5,38079.9075
A5A1D9730,11.56,India,0,1,5,31225.948
A5A1D9730,18.7,UK,0,1,5,32390.95833
DD5000C9B,5.21,USA,0,0,7,145098.88
DD5000C9B,24.19,UK,0,1,5,242371.52
DD5000C9B,18.75,USA,0,0,5,188896.79
DD5000C9B,24.97,USA,0,0,8,144422.875
DD5000C9B,9.51,USA,0,1,6,142125.964
DD5000C9B,22.16,USA,0,1,6,132327.4867
DD5000C9B,28.87,USA,0,0,5,115193.2529
DD5000C9B,1.7,UK,1,1,3,105286.395
DD5000C9B,22.47,USA,0,0,3,97079.68111
B40393BBD,28.72,Canada,0,1,9,5300.43
B40393BBD,22.53,USA,0,1,1,43078.35
B40393BBD,18.46,UK,0,1,9,354558.3367
440EB1BAE,16.42,USA,0,0,4,15157.03
440EB1BAE,23.1,UAE,0,1,4,34250.55
CF8CB365C,6.53,India,0,0,8,12806.33
CF8CB365C,6.08,USA,0,0,8,50781.21
CF8CB365C,4.84,UK,0,1,4,42122.63667
CF8CB365C,14.61,India,0,0,5,33015.4425
CF8CB365C,28.47,India,0,1,4,28521.092
C7CCD1119,17.25,India,1,1,7,10015.11
C7CCD1119,3.9,USA,0,1,6,7347.4
C7CCD1119,22.78,UK,0,1,1,14658.61
C7CCD1119,1.79,UK,0,1,3,32971.9675
C7CCD1119,27.59,USA,0,0,8,32024.052
C7CCD1119,7.71,USA,1,1,5,53142.08333
C7CCD1119,16.99,UK,0,1,3,65720.32
414154EFD,8.85,USA,0,1,8,5652.35
414154EFD,20.31,UK,0,1,7,67712.445
414154EFD,21.48,India,0,1,8,47793.65
414154EFD,27.45,Canada,0,1,5,57547.0725
49CDADEB6,4.62,Canada,0,1,6,12208.79
49CDADEB6,9.66,USA,0,1,5,8064.915
49CDADEB6,10.26,UK,0,1,5,5805.833333
49CDADEB6,12.24,USA,0,1,2,34357.5
A3620BA11,28.5,USA,0,0,3,221257.88
